lX9bgY5PH-Q#133	"20 000 ans.
Arrive une petite période historique, la nôtre, 200 ans.
Siècle des Lumières, Renaissance, Révolution Industrielle, on coupe avec la nature, générant des déséquilibres économiques, psychologiques, évidemment climatiques."	Ces Kogis nous disent : on ne va pas revenir en arrière, on ne va pas devenir Kogis, on ne peut pas rester là, donc si on avait l'audace d'ouvrir un dialogue entre une société archaïque dans son histoire, mais porteuse de principe du vivant, et notre modernité coupée de cette nature, sans doute aurions-nous la joie d'inventer un troisième monde qui retrouverait une alliance avec la vie.	1
5r6t4TndJqA#119	"Peut-être que des gens regardent leurs mains et commencent à s'inquiéter, rassurez-vous, on trouve ce pattern double dans une partie de la population qui n'est absolument pas malade.
Et pourquoi cela arrive ?
Car les gènes qui sont à l’œuvre pendant le développement des mains, ce sont les mêmes gènes que ceux créent et construisent notre cerveau."	Je ne vais pas aller plus loin dans cette direction, je voulais juste semer un petit peu le trouble dans vos convictions pour augmenter les chances que vous tiriez quelque chose de mon exposé.	1
8aM0mWvEdvo#179	"Et si on s'offrait de la liberté ?
Les premières barrières, ce sont celles que l'on se met tout seul.
Ton fiston, il risque quoi si tu lui offres une poupée ?"	De devenir un bon papa ?	1
Yn1YMTfbUqI#32	"Regardez : nous sommes en France en 1960.
Je vais mettre cette photo en perspective avec une photo actuelle du Japon.
Vous allez me dire que la photo du Japon fait plus moderne parce qu'elle est en couleurs."	Donc j'ai tout prévu.	1
N2u6EDwumdQ#28	"Pas des volants pour conduire, non.
""Un volant, c'est un cylindre ou un disque qui tourne à très grande vitesse pour stocker l'énergie sous une forme qu'on appelle """"énergie cinétique"""".""
Alors les volants ont été faits jusqu'ici en acier."	Depuis quelques années on fait même des volants en carbone.	1
7PmmhzljJdw#149	"Eh bien, c'est à cette entreprise libérée-là que je ne crois pas.
Celle qu'on vulgarise, qu'on transforme en clichés, en process, en titres vendeurs, « la fin des managers » par exemple, celle qu'on juge uniquement suivant ses bénéfices et sa croissance.
La libération d'une entreprise, c'est pas un énième process de management qui va miraculeusement tout changer."	Alors oui pour qu'elle se passe, il faut qu'elle soit décidée par le management.	1
ndUsSvOFEVo#57	"On va estimer qu'il y a à peu près 4 000 structures en France qui vont défendre, à un moment ou à un autre, leurs intérêts auprès des décideurs politiques, qui vont donc faire, un autre gros mot, de l'influence.
Je me rappelle à titre d'anecdote d'un appel un jour d'une journaliste américaine qui me dit : « Je vois que vous estimez être lobbyiste, que vous le revendiquez.
Il y a quelque chose que je ne comprends pas et j'aimerais que vous m'expliquiez. »"	Elle faisait référence à l'affaire des éthylotests en 2012, où le gouvernement Fillon a décidé que chaque automobiliste devait avoir un éthylotest de façon obligatoire dans sa boîte à gants.	1
BL9vLp0o6I8#16	"Prisonnier de cet univers de béton, des bâtiments, des maisons, des rues.
Le quartier en lui-même ne me rassurait pas et je ne voyais pas d'horizon.
Pour passer le temps avec les copains, avec les amis, on se donnait des défis."	Tout le monde a joué au jeu de la lave étant enfant en se disant : « Interdiction de toucher le sol, tu dois aller de là à là sans toucher le sol. »	1
FTaeWQ2MxHQ#72	"Mais la pédagogie, ça demande de se plonger dans la complexité.
Et cette frontière, on l’a cartographiée des centaines de fois dans Le Monde, à toutes les échelles, aux différents temps forts du conflit.
Alors ici, on a montré le grignotage de la Cisjordanie en faisant la soustraction entre la ligne verte, ici en gras et en noir, de 1949, tracée par l'ONU dans le but de résoudre ce conflit, et le mur, cette ligne blanche, construit par Tel-Aviv à son avantage, avec un État d’Israël, baigné de jaunes, rayonnant, qui contraste avec la Cisjordanie, la bande de Gaza, les territoires palestiniens plongés dans l'obscurité."	Alors, vous allez me dire « C'est une carte pas du tout neutre, une carte militante ».	1
sqkSkeKYRZU#38	"Et je suis parti.
Les talibans étaient très énervés.
Ils sont venus me chercher chez mes parents."	Ils ont mis le feu à la maison et se sont enfuis.	1
HaaKnRBQOuw#90	"C'est ce qu'on appelle la zone d'habitabilité - ça, c'est pour le Soleil.
Cette zone d'habitabilité est autour de la Terre, Mars et Vénus sont en dehors de cette zone d’habitabilité.
Mais il n'y a pas que notre Soleil, et les planètes de notre système solaire, il y a d'autres galaxies, et même dans notre propre galaxie, il y a d'autres étoiles, avec d'autres systèmes de planètes."	Ces étoiles sont soit de la dimension du Soleil, soit plus petites, soit plus grandes.	1
Da6Do80bO8Y#86	"Voici deux chiffres qui sortent en début d'année et qui chaque année s'aggravent.
62 personnes, moins de personnes que ce que nous sommes ici, possèdent autant de richesses que la moitié des humains : 3,6 milliards.
On arrivera pas à les placer tous ici, même en petits morceaux."	L'immensité de ces inégalités, on ne la voit pas dans le quotidien.	1
Ez6xYUMXg-c#37	"Je sais, à la fois, m'exprimer en français, et en langue des signes.
Et je tiens à remercier Pascaline, l'interprète que vous entendez maintenant.
Ce n'est pas ma voix, n'est-ce pas, que vous entendez."	C'est bien la voix de l'interprète.	1
iqk-loJ9pac#47	"Moi, j'imagine ma chérie, et je suis en train de lui caresser avec deux doigts le visage.
Donc « Të dua », des doigts : dire je t'aime.
Laissez bien ces images venir dans votre esprit, et ça va s'ancrer dans votre mémoire."	On va continuer avec d'autres exemples, toujours dans une langue, là, cette fois-ci, le chinois qui est un peu plus complexe avec les formes.	1
LNQ5UeWqK9I#19	"Il faut beaucoup de temps et il faut beaucoup d'échecs pour y arriver.
Et vous voyez que ces grands chercheurs, comme Lance Liotta, ont décrit, en 1995 - ça, c'est le cancer du sein - qu'en moyenne, la période d'invasion, c'est-à-dire la période où les cellules cancéreuses sont dans le sang est beaucoup plus longue, de 5 à 10 années, que la période qui passe entre le diagnostic, c'est-à-dire le moment où le cancer est détecté et le moment où la métastase est diagnostiquée.
Donc, nous avons cette longue période pendant laquelle nous ne faisons rien."	Vous l'avez compris : le cancer tue car nous lui laissons le temps de le faire.	1
fl-EEGG_o00#14	"L'écologie au quotidien, plein de personnes s'en occupent.
Ils vont bien trouver une solution à ce fameux réchauffement climatique.
Je travaille toujours à La Défense."	Mais j'ai changé.	1
J-Wv1OTENfw#76	"33% se disent angoissés à l'idée de ne pas savoir ce que font leurs amis.
Enfin, aux États-Unis, la cyberdépendance figure dans la liste des principaux désordres du comportement mental depuis 2009.
Le monde virtuel n'existe pas."	Seule existe désormais une réalité augmentée, résultat de l'interpénétration constante du connecté et du déconnecté.	1
rgVjL8UBkWc#113	"Pendant 4 ans, j'ai fait passer mes textes sur Internet, sans qu'ils le sachent.
J'ai aussi rencontré Fabien Marceau, à un concert.
Il vient, avec sa béquille."	Fabien Marceau, c'est Grand Corps Malade, excusez-moi.	1
BEXJ4nmtZ6k#21	"Cela consiste en outre à gommer vos faiblesses et donc certaines de vos émotions.
Concrètement, on le voit très bien avec Instagram par exemple, pour ne citer qu’un seul réseau social, le plus narcissique de tous sans doute, qui ne vous invite à montrer que le meilleur de vous-mêmes et de ce qui vous entoure.
C’est pratique, n’est-ce pas ?"	Car il n’y aurait ainsi plus aucune raison de s’indigner.	1
CZAziEJZpXA#23	"Et oui, j'ai le droit d'être celui que j'ai envie d'être.
Et j'ai 16 ans.
Foutu pour foutu, j'invente mon premier groupe de rap ; Je l'appelle « Daoud MC »."	J'écris mes premiers textes de rap, j'y mets ma colère, ma joie, mes peines.	1
Yeqz6KFc7Qc#40	"Ces femmes qui font ça à leurs enfants, c'est des sauvages.
Pour moi, je me suis sentie blessée, je me suis sentie humiliée, je me suis sentie sale à cette conférence parce que ma mère qui m'a excisée à 7 ans n'était pas une criminelle.
Ni ma grand-mère."	Ni ce que j'avais vu dans le visage de ces femmes.	1
2VeEtXv_3NE#16	"Dans chacun des dix neuf spectacles partout sur la planète, il y a toujours près du backstage ce cercle rouge et rond ; on l'appelle notre tapis rouge.
C'est là où au moins une fois par semaine toute la troupe se rassemblent, et là, ou on donne les bonnes nouvelles, les mauvaises nouvelles, ou on se dit nos quatre vérités dans le blanc des yeux.
Devant le siège social du cirque, il y a cette spirale végétale qui représente le processus de création de nos spectacles au Cirque du Soleil, et je vais vous en parler encore un peu plus dans une minute."	Mais avant, je vais vous montrer quelque chose que j'aime beaucoup : c'est comment on monte un chapiteau.	1
rmVp2YAep4o#60	"Pourquoi est-ce que je vous raconte tout ça ?
La monotonie culinaire qui s'est installée dans nos plats, dans nos salles à manger, dans nos pauses déjeuner, ça me plaît pas trop.
Je vous mets au défi, vous dans la salle, de vous remémorer les 20 plats totalement différents que vous avez mangés au cours du dernier mois."	Pas du tout les mêmes ingrédients, 20 plats différents.	1
jRJY-7shB-U#73	"On n'était pas sûrs du résultat.
La séparation a lieu à 9h35, l'atterrissage est prévu à 16h35, le signal du contact doit nous arriver vers 17h00.
On a sept longues heures à attendre le signal."	Heureusement, rapidement, on reçoit les premières images de notre petit robot en train de descendre vers la surface de la comète et qui nous montrent que tout a l'air de bien aller, les pieds sont bien déployés, et si on a réussi à prendre la photo, c'est que globalement on a l'air d'aller dans la bonne direction.	1
l803WXOXYAs#63	"Un enfant de quatre ans a une durée d'attention d'à peu près six minutes.
Il va vouloir jouer.
Avec cette forme de jeu, elle découvre un concept qui avec la méthode traditionnelle prendrait cinq à sept ans."	Tout ça pose le problème de l'apprentissage ; cette méthode n'explique pas toute la musique, mais elle permet de prendre des raccourcis.	1
2OOJgYrp3H4#59	"Pour économiser tous ces sous.
On a dû payer ces quatre nuits-là, uniquement car on s'était retrouvé au fond de la brousse tanzanienne et que c'était devenu impossible d'expliquer aux locaux la nature du projet et de toute façon, eux aussi méritaient notre contribution.
On est arrivé sur place avec 3 000 euros."	Grâce à nos amis, à notre famille, à ceux qui en ont entendu parler sur les réseaux sociaux et sur notre site, qui ont fait des dons.	1
YlZwqbKkkWk#13	"Si vous ne le voyez pas, je pourrais vous donner un petit cours de radiographie.
Donc il s'est cassé le col du fémur.
Qu'est-ce qu'il s'est passé ?"	Il a été emmené par les pompiers de chez lui jusqu'à l'hôpital.	1
toQiIYZW410#138	"ils en avaient ras-le-bol en fait, parce que dans le parc du Mercantour, ils ont le parc Alpha avec plein de loups.
Ils en avaient vraiment marre de traiter ce sujet avec ses polémiques et ses débats stériles, donc ils ont passé la frontière, et ils ont été en Italie.
En Italie, ils ont aussi des loups, mais il n'y a pas les mêmes problèmes."	« Que se passe-t-il ? »	1
Bx15ePCbA_U#37	"Là, la petite roue tourne, comme un moulin qui produit de la farine.
Et à la fin de ce processus  la production d'eau.
L'eau qu'on peut boire, si vous voulez."	Donc cette pile est hautement durable.	1
x7ozO9vZJdw#82	"Et à ma mère.
Elles me rappellent le courage dont elles ont dû faire preuve tout au long de leur vie, et elles inspirent la femme que je suis de façon personnelle et professionnelle.
Alors, c'est vrai qu'il y a plein d'initiatives et c'est une très bonne idée que les entreprises fassent des efforts pour arriver à une mixité dans les domaines scientifique, technologique, d'ingénierie, et des maths."	Mais petit problème : il n'y a pas suffisamment de candidates.	1
1dIuZE7Rb5g#46	"C'était des rangées de bureaux où chacun était en train de travailler.
La difficulté, c'est qu'en réalité, on est fainéant - les êtres humains sont fainéants - donc, on avait beaucoup de mal à collaborer.
Dans un bureau individuel, si on a une idée qui peut intéresser un voisin, rares sont ceux qui vont avoir le courage de se lever, d'ouvrir leur bureau, de traverser un long couloir, d'aller frapper à une porte, peut-être que le collègue ne sera même pas présent, et donc, en réalité, c'était très difficile de collaborer."	C'est pour ça que, dans les années 1980-90, un troisième modèle est apparu : le bureau social ou l'open-space.	1
szZAP2eDDPE#39	"Et en plus de ça, elle collectionne les chats.
Il fallait aussi de temps en temps faire appel à un rupteur.
Dégager 17 relous en même temps, on avait peut-être des fois un petit peu..."	Voilà, c'est un peu beaucoup.	1
p4ux2KO3NNI#148	"C'est là que notre projet d'écovillage prend son sens.
Nous voulons ouvrir un espace, une sorte de laboratoire vivant, pour expérimenter l'économie du don, donner de notre temps, de notre énergie, de nos surplus, sans rien attendre en retour - se calquer, en gros, sur le modèle naturel, sur l'arbre qui donne ses fruits.
Concrètement, nous donnerons des paniers de fruits et légumes bio à ceux qui ne peuvent pas se l'offrir."	On donnera des cours de français, d'espagnol, de musique, d'orthophonie, d'architecture naturelle, organisera des conférences, des TEDxTalks, des ateliers pour faire des panneaux solaires ou toutes sortes de machines sans électricité.	1
42fJ4l-8S-E#96	"C'est facile de s'inspirer d'eux : ils ont passé l'étape à laquelle tu es confronté.
Tu te dis : « Bon, OK, je vais faire la même chose. »
Tu peux copier, essayer."	Et c'est facile de se raccrocher à des gens proches.	1
VccgkfrMm7U#69	"Le laser va traverser lâ€™hÃ©lium, il ne va mÃªme pas sâ€™apercevoir quâ€™il y avait quelque chose.
Par contre chemin faisant il va Ã©videmment arracher tous les Ã©lectrons quâ€™il voit, et puis on constate expÃ©rimentalement quâ€™Ã  la sortie du jet de gaz, le laser est suivi dâ€™un paquet dâ€™Ã©lectrons, chacun dotÃ© dâ€™une Ã©nergie cinÃ©tique extraordinairement Ã©levÃ©e.
Quand je dis trÃ¨s extraordinairement Ã©levÃ©e, on peut atteindre plusieurs centaines de mÃ©ga Ã©lectronvolts ou de giga Ã©lectronvolts."	Alors câ€™est pas forcÃ©ment une unitÃ© Ã  nouveau qui vous dit beaucoup, mais il faut juste savoir que le plus grand accÃ©lÃ©rateur du monde, le LEP, Ã  GenÃ¨ve, qui fonctionnait il y a une quinzaine dâ€™annÃ©es atteignait lui 100 giga Ã©lectronvolts.	1
eWdw2mv144U#58	"Au début, j'avais plein de mélodies dans la tête mais je savais pas comment les présenter.
Je savais pas si je devais dire « choobi-doo » ou « doowap-doowap » ou « vla-vli-vlou » ou « chloubi-chlou » ou « lanana ».
Et un jour, durant un festival de jazz, je suis entrée dans un des concerts, en plein milieu, et là, le guitariste était en train de scatter, et de faire une chose qui aurait pu paraître complètement ridicule."	Il faisait :   Mais c'était génial.	1
Q2G2eky6Azw#13	"Le nouvel âge dort ?
Pas facile de trouver le bon flow comme ça.
À l'écrit, c'était peut-être marrant le jeu de mots de merde,  mais il faut penser au mec qui vient de se galérer sur scène."	Autant pour tout ce qui est pain surprise et décors vous êtes au top, autant pour tout ce qui est communication...	1
Bx15ePCbA_U#59	"Le problème est que l'agriculture a besoin d'engrais.
Sans engrais, il n'y a pas de croissance des plantes, ou une croissance qui n'est pas satisfaisante.
Derrière, ces plantes ont reçu un engrais de phosphate et celles devant, ."	La différence dans la croissance est énorme, et on voit que l'agriculture a vraiment besoin d'engrais, autrement, ça ne marche pas, on n'a pas assez de nourriture.	1
AM1dRg8xAl4#38	"Il peut faire bloquer la machine.
Il le dit comme ça dans son livre, « La Fin de l'Histoire ».
Tout ça m'a interpelé."	Pourquoi suis-je comparé à un grain de sable ?	1
VCcJFYRgqO0#85	"Demain l'agriculteur n'aura plus besoin d'apporter des engrais dans ses champs, d'épandre, de faire des interventions.
Ça veut dire quoi ?
Moins de coûts d'intrants, moins de coûts de gazole."	Si, ça c'est pas de l'écologie !	1
ygSure8ySkk#79	"Ça paraît simple, mais dans la vie de tous les jours, ça veut dire simplement qu'il faut en même temps agir, et en même temps avoir confiance, et s’abandonner à ce qui est plus grand que soi.
Il y a beaucoup d’autres principes comme ceux-là.
J’ai l’impression que le temps nous est compté."	Mais simplement pour vous dire qu' il y a un principe qu’on retrouve évidemment dans le Coran, qui est celui de rendre -- On a demandé à un taoïste : « Quel est l’homme fort ?	1
BEXJ4nmtZ6k#117	"Ceux-là mêmes qui croient avoir inventé des technologies pour nous rendre éternels.
Bonne chance !
Vous voyez, ces indignations sont liées."	Alors, si vous ressentez de la colère face à tout ça, ne la faites pas taire, ne l'étouffez pas.	1
Xt5m5ZY2moE#116	"Je me suis dit, en me déconnectant du téléphone, tu seras plus capable de te concentrer sur toi.
Tu seras plus en mesure d'apprécier l'instant présent.
Non, ce n'est pas ce qu'il s'est passé."	C'est pour ça que je souffre.	1
NYziDlpZx-8#39	"La Lune est très proche, vraiment très proche.
C'est d'ailleurs le seul astre sur lequel un astronaute a posé le pied.
Il lui a fallu des jours pour s'y rendre."	Quant à Mars, notre plus proche projet de colonisation, nous parlons d'un voyage de plusieurs mois.	1
qObXb-o9BKI#70	"J'avais envie de rentrer, j'étais pas bien, j'avais peur et j'étais terrorisé de ce continent.
Je découvrais l'Inde de plein fouet, d'abord pour la pauvreté, mais aussi parce que la vision du monde qu'ont les Indiens, les hindous, les musulmans, surtout les hindous, n'a rien à voir avec celle qu'on a en Occident, en Afrique ou en Amérique.
Ici il n'y a qu'une vie, elle est linéaire, donc on a une naissance, on vit cette vie, on meurt et puis c'est terminé."	En Inde, il y a une sauvegarde.	1
XtP9foLlVNk#94	"Ils nous ont dit : « Pas de problèmes. » Vous savez ce qu'ils nous ont ramené ?
Des liasses de PV, des liasses de PV.
L'épaisseur faisait l'ancienneté."	Le carré commence peu à peu à prendre forme.	1
m0HYr57InHw#61	"Il ne voulait pas qu'ils voient ce qu'il vivait, il ne voulait pas qu'ils voient qu'il souffrait de cette dépression.
Donc il n'a rien dit.
Et quand je suis remontée dans la voiture ce jour-là, j'ai commencé à pleurer."	Mon cœur s'est brisé.	1
wDRYDpdLrCA#17	"L'esprit du paysan du bocage normand où j'ai grandi était bien là.
« On n'est jamais trop prudent ma bonne dame, » et puis l'étranger, c'était celui qui vivait dans le village d'à côté, et l'étranger, par définition, mieux vaut s'en méfier.
Pourquoi ne rien demander aussi ?"	Pour ne rien devoir à quiconque.	1
VCcJFYRgqO0#31	"Tout ça, je dois l'appliquer à la lettre, sinon je me fais sucrer mes aides PAC.
Les aides PAC !
Nous y voilà !"	Les agriculteurs : des assistés !	1
a9SzZpofXmw#56	"Je ne sais pas.
Et donc, comme je ne suis pas sûr, comme je ne veux pas décider, nous avons décidé de monter un comité d'éthique composé de chercheurs, sociologues, journalistes, pour nous aider à répondre à ces questions.
Et je suis persuadé que tous les producteurs d'informations, les technologies de l'information, devraient avoir un tel comité d'éthique."	Il faut même aller plus loin.	1
Db_S3pOTHrk#49	"Ce toucher, c'est un des sens qui me paraît très important pour un musicien.
Et il y a un troisième et dernier sens que je veux évoquer avec vous.
C'est la vue."	En effet, c'est la beauté d'ailleurs du spectacle vivant, quand on voit un musicien émettre un son, par un phénomène qu'on appelle psychoacoustique, on se rend compte qu'on l'entend mieux.	1
RUTidfuQzBw#58	"Mais par contre, on peut mettre la population à l'abri.
Et quand on parle d'évacuation avant un tsunami, chaque minute compte pour pouvoir sauver des vies.
Et on a déjà montré que si on avait des capteurs de pression au large, on pourrait donner l'alerte jusqu'à 25% plus vite."	L'idée paraît donc séduisante, mais il y a de nombreux obstacles.	1
WCMgEVG9jww#83	"Comment est-ce que j'en suis venu à ce point ?
On remonte quelques années en , on est en juillet 2012, je suis en train de faire du vélo en Europe de l'Est.
Je suis tout seul depuis une dizaine de jours, je fais 90, 100 km par jour, et je suis en train de passer de Budapest à Belgrade."	En novembre 2015, je suis dans un espace de coworking, et j'anime une conférence, une formation sur la performance commerciale.	1
hU_pxZDYj1g#121	"En revanche, si vous lancez un défi à quelqu'un, vous vous retrouvez forcément face à un mur.
Mais alors, pourquoi fait-on tout cela ?
On passe des heures et des heures, des semaines, des mois, des années, à faire la même chose, le même mouvement, en boucle, dans notre salle-de-bain, notre chambre, en caleçon face au miroir, devant la télé, peu importe la situation, on répète ce mouvement encore et encore pour qu'au final, vous ne le voyiez même pas."	On est un peu maso sur les bords, j'ai envie de dire.	1
dLZFcJbxkoo#37	"D'une précision inégalée, il permet aussi de supprimer le tremblement du chirurgien.
Et on fait des choses, aujourd'hui, complètement incroyables.
Cette machine est utilisée de façon commune en urologie, pour la chirurgie de la prostate, en chirurgie abdominale, et, comme le directeur de l'hôpital nous aime bien, nous les plasticiens, il nous a dit : « Vous avez le droit d'utiliser le robot une fois par semaine. »"	On était très contents, hyper excités.	1
aBPZXwD08Ik#40	"Alors, d'après vous, comment on fait venir, ou lever, un jeune de 18-20 ans pour aller lui faire nettoyer une plage un samedi matin ?
Je dirais même plus, un jeune de 18-20 ans qui est sorti le samedi soir pour une soirée plutôt bien arrosée.
Moi, perso, à 18 ans il me fallait vraiment une super bonne raison pour me faire lever du lit."	Alors j'ai réfléchi, à partir de mon exemple.	1
agkYAZzCzRU#98	"Mais croyez-nous, ou plutôt non, ne nous croyez pas : essayez !
Faites des cookies !
En œuvrant pour le bonheur des autres, c'est votre propre bonheur que vous cultivez."	Moi je vous propose, dès à présent, de venir goûter en direct, la fournée de ce matin.	1
A_UCy5r3sy4#134	"Alors, je suis allé voir « Kintsugi » sur internet, et j’ai vu ces magnifiques lignes d’or qui me parlaient, qui résonnaient en moi.
C’est comme si l’âme du Kintsugi était en résonance avec la mienne.
C’est comme si je le connaissais déjà, le Kintsugi."	C'est comme si en voyant ces lignes, je me disais : « Souviens-toi, par le passé, tu as réussi à survivre à d’autres épreuves, peut-être même encore plus difficiles, et là, tu vas y arriver encore ! ».	1
HqpNVVF9zJU#50	"Il fallait être à la hauteur.
J'ai été à la hauteur, puisqu'on m'a embauché pendant ce stage.
J'ai arrêté l'école, je m'étais engagé à passer mon bac en candidat libre."	Alors, tous les jours, je travaillais, et le soir jusqu'à 23 heures, avec le DRH de l'entreprise, je préparais mon bac.	1
Nt4qE9VYmdM#135	"Alors on peut faire des projets et les autres s’émerveillent à vous voir voler si haut, à vous voir si forte.
C'est ce que CAMELEON et c'est ce que moi j’essaye de faire depuis des années Et c'est sur ces chemins de vie, le mien, mon chemin personnel, j'ai démarré très jeune, sur le leur, elles ont aussi été placées à CAMELEON très jeunes, ça prend des années, cinq, dix ans peut-être pour se reconstruire, eh bien ensemble, on se lance vers un nouveau destin.
Parce qu'après tout, ce n'était pas un hasard cette rencontre avec Kyute dans la rue, cette main tendue, c'était peut-être un destin."	Il faut juste savoir le repérer quand il arrive.	1
ECgRL2lVJ9I#28	"Je ne pense pas que ce soit à la mode très rapidement.
Mais également, parce que nous ne posons pas la question, à notre banquier.
Notre curiosité, en tant qu'épargnant, s'arrête au taux d'intérêt qu'on va recevoir sur tel ou tel compte, et au fait que notre argent est bien en sécurité dans la banque."	Parce qu'épargner, c'est, jusqu'à aujourd'hui, quelque chose de très très personnel, très intime et très individuel.	1
0-YMw58118Y#19	"Quand je vais à la fac, je ne mets pas la casquette à l'envers, mais à l'endroit, mais je le fais exprès pour faire tomber certains préjugés, tomber certains stéréotypes, non seulement chez les grandes personnes mais aussi chez les plus jeunes.
Ce que j'essaie de dire aux plus jeunes, c'est : « Regardez, vous pouvez être quelqu'un d'accompli, quelqu'un d'éduqué, de respectueux et de passionné, sans forcément changer ce que vous êtes et ce que vous aimez. »
Aux plus grands, ce que j'essaie de leur dire, c'est de regarder la différence autrement."	Les gens peuvent ne pas s'habiller ni parler comme nous, ni être dans le même univers que nous, mais donnons-leur une chance, et ne les regardons pas mal dès le début.	1
6IhhYAqI1do#13	"Je tâtonnais par moi-même pour essayer de vivre mes convictions.
Et puis, dans mon cheminement personnel et professionnel, j'ai découvert la communication non-violente de Marshall Rosenberg qui m'a donné quelques clés essentielles pour pouvoir vivre la qualité de relation à laquelle j'aspirais.
Et j'ai le plaisir de vous partager quelques-unes de ces clés."	L'axe central, c'est le fait d'être à l'écoute de nos sensations et de nos émotions, à la fois les nôtres, et aussi celles des autres.	1
0E8rHu2EYzU#92	"Les vers de terre, ce sont un peu nos ingénieurs du sol.
Mais ils ne travaillent pas seuls.
Ils travaillent main dans la main - enfin, si je puis dire - avec des micro-organismes."	Et ces micro-organismes vont décomposer notre matière, qu'elle soit organique ou minérale.	1
KgStMtYx9IU#98	"Depuis que l'atelier Contes a commencé, ça va mieux dans la classe, moins de violences.
Et pour cause, le conte offre des mots.
Le conte offre une structure, la fameuse structure narrative qui permet de se déployer dans un cadre."	Le conte offre des registres de langages, on passe de la solennité à la gravité, à l'humour.	1
